Appropriation & circulation,Resources input,Transformation & conservation,Wastes output,Consumption & excretion
0.03619154628885386,0.029634273370102295,0.00274636285786774,0.036077835086334845,-0.007640812833870801
0.0036227046063418665,0.012283449299551745,0.0012913744630565606,-0.009280455537228166,-0.00992451868811036
-0.10590707202053,-0.057909221133226045,-0.07513755494698567,-0.04881011210412734,-0.048547553507885116
-0.0002755116426428269,0.0038367482853171927,0.0014385537656378396,-0.00305443025036468,-0.0026319072542929194
-0.0035327152224597473,-0.004756383148468666,0.0027616695833078465,-0.009661756167703818,-0.011182176038636476
-0.014359313867326712,-0.01198103741675501,-0.002174475865390831,-0.008193705742539959,-0.00868750146226898
-0.00911264599226099,-0.009556300708123707,-0.008015636532710719,0.010092770299512251,-0.00711888641024461
-0.005086942115237109,-0.005563340740572436,-0.0020118176794427147,-0.009720722892181975,-0.010851996605971824
-0.0017911000293267814,-0.00279197555961007,-0.0019182086043665661,0.018211154073933446,-0.006202868148321875
0.001922160655288966,0.0,-0.0012112646903178405,0.011266185185455834,-0.0008844244167041617
-0.0043379471450612625,0.0009198781284502969,-0.0015816831751260514,-0.0013557390635326092,-0.0013247872376425883
-0.011496287056624001,-0.00844002395918119,-0.011330408670475592,-0.01094557885606624,-0.01196512227748231
-0.04165406320741202,-0.01945821826386771,-0.028901442597498835,-0.021059173486657836,-0.020555643999006088
-0.11504265684328556,-0.07491995546799979,-0.09169330263112382,-0.04253896489604152,-0.034669658005081365
-0.02201353906393195,-0.020480991210059193,-0.0165823612222776,-0.030316621182547854,-0.0333373804797938
-0.0019570767154815606,0.005390847595244064,-0.00012354062343835126,0.0029422946531767265,-0.004595596645342757
0.030638608551884043,-0.002367012882229343,-0.006853959286334111,0.010714284204542393,-0.0025033880017235836
-0.026418033943727603,-0.03039921196374979,-0.024704376050348135,-0.010262804993533768,-0.016849220093000345
-0.06376323047412549,-0.08731059436143726,-0.0455590852602097,-0.13927772526118903,-0.1474417424657225
-0.015298048504401302,-0.02645077009998904,-0.020190998597883734,-0.03984462922351715,-0.02197684056944118
0.0045635725472629035,0.0018551948545269734,-0.0021833915661048533,-0.017432221102772,-0.021229471856020168
0.001367269242225928,-0.00271014006159297,0.002440541211791576,-0.0007052729601674777,-0.0014559967888731747
-0.010345917259357271,-0.010452977817872718,-0.021761082840153396,-0.024859097714802696,-0.02151705630570884
-0.00024312074579088957,-0.0012421880976154155,-0.003308107073572488,-0.001592235949106846,-0.0002546885809315859
-0.007478271776010709,0.007533744433498328,-0.00522313922991751,0.034949857187053894,-0.004983549547201056
-0.009468097494293816,0.005047552811696852,0.004980267266625027,-0.08525040221256137,-0.07816913058495721
-0.007517441005883782,0.001728687119226762,0.008289167683790281,-0.03041357519211723,-0.03546098744612549
0.009974916944266896,-4.336039539161742e-05,0.02593805464977137,-0.1427939893800134,-0.11084624783576784
-0.011765366487150628,-0.058674863111150374,-0.008492576874514908,-0.050792132089252616,-0.04486822008209805
-0.012824445047448596,-0.024609353691217715,-0.000987474996884269,-0.029910571942164756,-0.04808947130302022
0.016738811665849795,0.024986238424212326,0.005116298330306381,-0.005621967493644695,-0.009334831557203
0.047977798166780924,0.012510700358841472,0.015408367881410189,-0.04121394808208443,-0.026882629646285135
0.05361468692149356,-0.010492509994133639,0.02433329089989845,0.016305809643897048,-0.04641290467380956
-0.04332006580362345,0.037340160484294053,-0.015277039325952728,-0.1278221620977947,-0.1355508180118187
0.01492894375610496,0.02868462714185739,0.01802858957371669,-0.04389484112492001,-0.031236284911645065
0.004774514524721602,0.05380838730990947,0.018532675876363515,-0.049315048713666786,-0.036009170411330706
0.005307442455774697,0.0169589535170233,0.0017983980875514798,0.00779818207893833,-0.001483153017959625
0.040667661041248006,0.060451392213274356,0.062419814231782285,0.014304801701940767,-0.02073860381513387
-0.034554212785293296,-0.08630451725273039,-0.04815868880361053,-0.08779033297529087,-0.11248800970790583
-0.116182224965433,-0.1251197315925822,-0.1203524219287268,0.15570202976650285,0.2196641848679388
-0.02060775047080946,-0.06312254089932967,-0.009091455152234222,-0.08179601072124029,-0.11373733316010892
-0.015016055439589008,-0.023222188959403752,-0.006345702240098755,-0.01056705331322376,-0.01445595403008268
-0.02869724804948417,-0.043862537067978734,-0.04274876088223864,-0.01920087989502848,-0.023268540161099627
-0.014446115079777899,-0.04140012224292281,-0.006693785798350879,-0.13856289342177797,-0.19555628073570522
-0.13389512615693888,-0.057429417048834995,-0.08992979975986701,-0.0299568961561509,-0.025575633176012174
0.09769777649838492,0.023095799758567515,0.08406287724943118,0.019840316294651245,0.07990900217852667
-0.0016429148559196638,0.0025383140477409725,0.0019706588290712467,-0.0034916280081906175,0.0017945056373807069
0.002657525073293656,-0.003861450691487796,-0.003520083244701891,-0.010356720140677466,-0.008302791317861992
0.004602294847904927,-0.0009880075950925754,-0.001079313061182208,-0.00534415815809841,-0.005319197001864891
0.016323447285614717,0.025639558648763293,0.006766119104624201,0.08349151802033722,0.06696196183810335
0.0028187398736446755,-0.0019039942406287738,0.00560771336151653,-0.006055453847039864,-0.003983754656475962
0.003199985029504605,0.0031000003791984186,0.0010257979967027923,-0.0005599488299261384,-0.0017452384624407028
0.01891438203403733,0.007116048009776494,0.002871196858523685,0.0,0.002088446363639004
0.03392655193295501,0.010864250868356854,0.019113342227670384,0.012502085767496243,-0.004071116605841522
0.0042412736633133784,0.0018377995207355068,0.007058093153964186,-0.004683851533584064,-0.005617174859018876
-0.0038372927466347475,-0.00912168500972045,-0.003100310388785741,-0.01739586748808415,-0.024157738421968368
-0.03526856795349734,-0.024339880431784318,-0.023103211841301263,-0.012425004632011842,-0.023298233574126446
-0.07117084070682986,-0.07365724037098993,-0.044900239065715226,0.0035076968804634953,-0.01270017685949841
0.0,-0.00020326780274061376,0.0,-0.0010437007049529782,0.0
-0.00185493787672645,0.0034790054585244665,-0.004144413475731718,-0.0038714755856864703,-0.008419733737361322
0.0035981700348496084,-0.0058679179810070614,0.0008157294454375296,-0.014030346055800223,-0.0168294239631391
0.014956434806227704,0.0027048134091278574,0.000378519314558693,-0.004536676371558901,-0.0010315419236891046
-0.007161390196478258,-0.007308187548560145,-0.002819954214565704,-0.0034586035001877833,-0.0036430138965929523
0.0,0.0,-0.0005849634322738061,-0.0004900488663778229,0.0
-0.0025337852748859714,-0.0006535935072483171,-0.00168216401742586,-0.0002460465951132219,-0.0007120252131051079
-0.03025201382871507,-0.0229923820388828,-0.01637481167950046,-0.016486284997208042,-0.021096383983862082
0.014137832661268812,-0.00883256221716948,0.00398549670020387,-0.028361438166317615,-0.03566987614622468
-0.01784569258417532,-0.014100977997749458,-0.018462691867612367,-0.06192010022176274,-0.08287538636561806
-0.04460395496705716,-0.11507333009773989,-0.058636904624194526,0.04912001798920931,0.012222336440457662
-0.130770309497808,-0.05010157308743111,-0.09048008790372115,-0.061978545997021864,-0.017037607484745206
0.0014310387399885927,-0.002532378147800343,-0.0053438480820613915,-0.0020018027823522602,-0.0026052254390086706
-0.005082050248739894,-0.004385506061645522,-0.0023710399710732263,-0.00707745065843771,-0.00312588511281513
-0.024854635334468113,-0.019900250883121983,-0.02483729981972904,-0.004635809245681885,-0.012654801073024847
-0.03329018412079591,-0.021778054856708376,-0.007168407996298197,-0.012391198236580293,-0.012404640858468654
0.024734297802018943,-0.026989275924687105,-0.008147123307055585,-0.04656487200867288,-0.06626342574691055
