Appropriation & circulation,Resources input,Transformation & conservation,Wastes output,Consumption & excretion
-0.10591662462556586,-0.0808169353131606,-0.09198384300101273,-0.0494292986957784,-0.04306135207660103
0.028443478155431873,0.0014954594461816968,0.0368619380896419,0.002619581264749495,-0.005920618894702145
0.0666624804248516,0.004509229742086821,0.07583664944934464,0.00019869795552619117,0.007887695895048888
0.012124535261275405,0.01518210161991593,0.008942492081187366,-0.002840290132049623,0.008630546320783156
0.004174925954179372,0.0026656176144625727,-0.00047414672225718597,-0.00411902679497619,-0.0007930909334991225
0.00515066881617252,0.010747731309178148,0.0009547408003788492,-0.0021666811429824997,0.006397359086405106
0.007471946214020636,-0.0006110566423727219,0.013013778265134921,-0.0056682548823459074,-0.0028382073617648227
0.004416676084200051,0.020840029469820633,0.023894547272191393,-0.0006899631172926647,0.0027484979868534973
0.018036944807507282,0.021114059523854048,0.011422514702765868,-0.00046507607204329595,0.0
0.001986694558777488,0.013508146441247362,0.0014664708926021169,-0.007801516737642197,0.006518438999700583
0.0013958877913624217,0.013281624138811721,0.008746304978049438,-0.0005885413355474329,0.003297448129003665
0.00721201002117548,0.00182792808002256,0.006424867758098033,-0.0009844531443088632,-0.0013871343785735915
0.022087516341607098,0.013538839980596627,0.008114309121495005,0.0011859592669562732,0.007002614030122307
0.05020873462541703,0.017533239805699527,0.060505161911690426,-0.00046068719154286424,0.013905909874939091
0.050745591798377156,0.02642692393588016,0.04568482428983129,0.00010237624553081485,0.006939294139804747
0.022774755173548916,0.018658656558583297,0.02406890085861058,0.002149396728233119,0.0010194295772396201
0.015453692303622035,0.040485017517261426,0.007349339163975725,0.15966603299965668,0.12287110847229947
0.017695644004475722,-0.003940011214382424,0.008971785717609867,-0.012959827348325464,-0.008662479215074235
0.01649429803995175,0.027256432814539492,0.005225922430378018,-0.0039633070599667955,0.019442854577969206
0.003952527772891795,0.02295213346280445,0.0002497413819907334,-0.0024976056070475437,-0.0021909061143631924
0.00434166079161777,0.007836746138745859,0.003309310311988772,-0.002169344536913466,0.0028932499731546503
0.01101093852106962,0.003552409720105783,0.003486130038161694,-0.013265266688494792,-0.01550134537071931
0.00977577596034426,0.011873346104078624,-0.00027817116973053786,0.07117717789223205,0.05625176598028819
0.01022446368443321,0.02057325363464385,0.014772752752860423,0.004110433983842986,-0.0008404041589229761
0.002593743370336984,0.002197296046666966,0.0008683581192672028,-0.005372413870694918,-0.009566264967298187
0.013982553644956403,0.003512719112312321,0.0052034717554728495,-0.0027441463316896985,0.0033581451931668192
0.03884858918169493,0.014285438732818935,0.009863399064021647,0.015821157687602356,0.018793654404711993
0.03451643388621078,0.04469565926265939,0.03046511687080497,0.003814570964920159,0.015608174793646233
-0.03985348516153668,-0.024876281416549857,-0.029777132892304943,-0.0396095448478096,-0.03727122404387711
0.007169881929046223,0.004807008724669845,0.0005500793347891418,-0.0064854557274543825,-0.003299694801795406
0.008621925716014363,0.016189356993093772,-0.003824943179096055,-0.017399130515447628,0.008288195130240207
-0.013330223063598573,-0.00390359992559448,-0.0015606727511136872,-0.007136196554375652,-0.013270193494491109
-0.005299212410164539,-0.01035875154542663,-0.0035736931647286797,-0.008919985268388282,-0.011725972436655364
0.0010247032842956544,-0.0008916630100838245,-0.000854885535126905,-0.008779334781255078,0.011905354582058105
-0.0022673840562226744,-0.005655009418272876,-0.00413443776154852,-0.013378903394979448,-0.01459704847127415
0.0007817729568140315,-0.0013914197783742013,0.010590403064243938,-0.00247076401585257,-0.002296483138121362
0.0005053189983802413,-0.0015205569531855467,0.006248119848945842,0.005407571550373941,0.004294533184862552
-0.006234868609464036,-0.0063908916757613515,-0.005534916381030506,-0.008254709045711598,-0.013235742543883369
0.007585162188758193,0.014660431908506119,0.004266962550041807,-0.014716395340119532,-0.003324710569034645
0.08560832612742622,0.015083156899530844,0.09967371071102256,0.01810545058371128,0.017780870675114486
0.0008833823942975518,-0.0018344519640000586,-0.004702370353515444,0.003816084097558817,-0.008538946666985585
0.0041896207143851324,0.0019258841745791724,0.0031282822388820895,0.033391735851948254,-0.007451693428386562
0.01983627759252641,0.008717876317500076,0.019554062645032053,0.14302462765610693,0.0646684038558289
-0.021831414395202142,-0.03150852055815529,-0.021977599823249167,-0.021664218082329944,-0.03545707734122624
-0.05593303731437713,-0.03789489858167943,-0.04591923294333652,-0.04278938803799921,-0.04402292407651457
-0.023719221827300203,-0.035045711852494166,-0.010919833164836747,-0.08595320695734099,-0.06847025158775101
-0.012837913119179794,-0.011866858865582775,-0.008133515320462961,-0.008326027969996888,-0.012677498192128819
-0.0010549256388438194,0.004727028606989502,-0.000978348556545174,-0.0012573285558255657,-0.0004734169579737261
-0.003287292362249503,-0.000543200413354623,0.00022429904844892054,-0.005002390221731294,-0.0009351202116089099
0.0007467239983544228,-0.0025393420789180483,-0.0018637782980041458,-0.0009374968054243751,-0.0006036646793970488
0.0011415306938911466,-0.0008847566280706802,-0.0004579377057448141,0.0,-0.0005143977441933387
0.005411714786846831,0.0,0.0055826286075322485,0.0,0.00880544918105999
-0.000650809511068206,0.011072059621536191,0.003094189887190907,-0.0021406068614326433,-0.0024276287196588575
-0.00025759570240849866,0.00038335034710309634,0.011382659391614456,-0.0005599488299261384,-0.0013545950032900387
-0.000919834084096131,-0.00020326780274061376,-0.0007236759574211383,0.0,0.0
-0.0008632515786330834,-0.004309926035910807,-0.0006831920351121535,-0.001828188125778198,-0.008738868596679134
-0.0015425068567215766,-0.0005358516713416923,-0.00217832439424204,-0.0005689225275515064,-0.0012128685776868092
-0.005728009606597547,-0.004910294423273216,-0.005033137888429256,-0.0016322634934164259,-0.0022240229343358825
0.03383699845875636,0.008116295256978047,-0.005014137479241273,-0.008595553086324249,-0.0017340625383349178
-0.00161045509562278,0.0022969230424014645,0.00016707225512933684,0.011535985538937447,-0.014612630625901717
0.001271644034978378,-0.007570451065777865,0.009155675376561298,-0.004310549108487947,-0.005345016587807761
0.00022186305637074402,0.011894873468599014,0.005099976814658798,-0.007755065918965733,-0.005260333344685217
0.00854573358487578,0.016665677301674942,0.007924305731305065,-0.005353786006947529,-0.00518757124066904
0.006480723903642335,0.008172640604688317,0.008642733399056315,-0.0021515225300659524,0.004160611850178486
-0.003016783338491838,-0.01367035018791892,0.030887235579614643,-0.01158941114878391,0.019284473427305632
-0.023120204944984082,0.0117188725732171,-0.009026369116976839,-0.01847628352824012,-0.022292189751164544
-0.01621426281246588,-0.009151701085936863,-0.01609414276989191,-0.002479344318438137,-0.0034488421005123174
-0.007980557068697689,-0.005921573131780883,-0.0045165895281374146,-0.0069021628637133845,-0.007372714792343732
-0.0015713884321963182,-0.0016635438447464093,-0.002950657956979931,-0.0009332556584231448,-0.0016801038051287894
-0.006916137386412451,0.00023311011227112048,-0.0034127148350311712,-0.00024400227126460095,-0.0015710998050059983
-0.0045636647725218055,-0.009476714410089104,0.00037878941254401065,0.13909697544422223,0.13186483789484574
0.001346067864009582,0.0016918965580022796,-0.00032848575428237977,-0.0035925075723673523,-0.0046579346418355065
0.0210112804007165,0.005969092521257946,0.014816227133682167,-0.036340362727371095,-0.029140363832588754
-0.015601074760044917,-0.009897608140486468,-0.008487581152273847,0.01605002627468356,-0.03886335863744024
0.062142898643879896,0.05772820122621772,0.029943906595887925,-0.03590110536930376,-0.04161498730847641
0.006012841113947288,-0.00332870135522315,0.00950633876481781,0.03131550918670161,-0.017046784414578686
-0.008088654337853522,0.10304085081813513,0.016011523916672855,-0.0575042704593508,-0.029309112296708704
0.01011407547884252,0.030102480647322166,0.006087130856120627,-0.013896730226601362,-0.0009310255713477929
-0.004139560826504269,-0.0033171550622447268,0.010974625181821674,-0.006823998240407805,0.001875519261865784
-0.033414793164653366,0.008967911429515314,-0.02587426940141769,0.10338939322203193,0.17378503791052655
-0.10627969784265942,-0.08167892959256168,-0.0640663118964238,0.03636738622868015,-0.021326342082066043
-0.01846820259730689,-0.02732459857646288,-0.018556403864573905,-0.020870748981900108,-0.053383140952685024
-0.0018048632933664454,-0.006478688781899695,-0.007050640601124519,-0.008917208786927087,-0.002877008467870253
-0.003980496034054787,-0.0012312369137016145,-0.020439770919923998,-0.013182464849800736,-0.014335511919138033
0.02285013228076084,-0.023807953362587272,0.016245721452156314,-0.03916031174492872,-0.053241092233053226
-0.14776110136187165,-0.07419921391750056,-0.13207126814294362,-0.04668048891985601,-0.046959212363290814
-0.07183302317371118,-0.06064362857471956,-0.05726596755961347,-0.047219765796693174,-0.04912838802612491
0.026960166433945186,0.012517961071959745,0.021636828005801155,0.06172531081255463,0.0418595177805802
0.0008825825428204846,-0.005801362634273801,0.0007526280247481155,-0.006378954977889788,-0.009506380001115458
0.0009477840334857753,0.0038250340018950463,0.0060359509548221285,-0.0075339163200596505,-0.006058846661514982
0.0005639777043503957,0.005878423427533604,0.008885050873930489,-0.009103588019024927,-0.0029676274331277967
0.0016957156521181468,-0.001443042782732121,0.005895103783450581,-0.0016212038260770222,0.006143355562862824
0.012050257168278828,0.016659159410495204,0.013661283646323494,0.013982637310237533,0.019950671453364446
-0.010090473868147534,-0.012270724630683827,-0.0059291218143489605,-0.027974800288250435,-0.02560084041594922
0.0014152928947879805,-0.005805191312435601,0.00037326742830461057,-0.01655899398194828,-0.004650507528124141
-0.00870579487608614,-0.012909994207505894,-0.014113233854880624,-0.019779333895377105,-0.021068382629255228
